City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Loukhi,RU,66.0764,33.0381,55.02,83,100,3.56,light rain
349,Ha Giang,VN,22.8333,104.9833,76.84,99,61,0.72,broken clouds
350,Cascavel,BR,-24.9558,-53.4553,63.73,69,58,9.37,broken clouds
351,San Lawrenz,MT,36.0553,14.204,77.22,77,0,7.9,clear sky
352,Dabat,ET,12.9842,37.765,51.87,95,100,3.94,light rain
353,Chuy,UY,-33.6971,-53.4616,61.23,95,42,12.71,light rain
354,Vizinga,RU,61.0749,50.1031,64.13,63,96,3.62,overcast clouds
355,Teya,RU,60.3778,92.6267,62.02,80,98,3.27,light rain
356,Swedru,GH,5.5371,-0.6998,72.28,94,92,3.69,overcast clouds
357,Cap Malheureux,MU,-19.9842,57.6142,70.93,67,41,24.99,light rain
358,Pa Sang,TH,18.5262,98.9394,79.86,94,100,1.77,overcast clouds
359,Ostrovnoy,RU,68.0531,39.5131,45.39,92,95,1.19,overcast clouds
360,Ocos,GT,14.5094,-92.1933,87.98,69,7,5.03,clear sky
361,Simbahan,PH,6.3032,120.5836,81.27,76,100,8.12,overcast clouds
362,Bathsheba,BB,13.2167,-59.5167,83.01,91,20,20.71,few clouds
363,Limpapa,PH,7.1197,121.9106,74.53,84,100,6.46,overcast clouds
364,Lianzhou,CN,24.7811,112.3825,78.37,95,10,1.77,clear sky
365,Kosa,RU,59.9445,54.9977,60.22,96,80,2.26,broken clouds
366,Pakhtakoron,TJ,40.1571,68.7466,69.4,30,1,5.1,clear sky
367,Tuy Hoa,VN,13.0833,109.3,76.78,87,98,8.68,overcast clouds
368,Halifax,CA,44.6453,-63.5724,69.69,52,3,1.99,clear sky
369,Cabo San Lucas,MX,22.8909,-109.9124,96.62,43,20,11.5,few clouds
370,Micomeseng,GQ,2.1462,10.6164,68.18,99,99,3.11,overcast clouds
371,Alugan,PH,12.2188,125.4808,78.98,85,93,5.7,overcast clouds
372,Vaitape,PF,-16.5167,-151.75,77.94,75,92,18.63,overcast clouds
373,Ucluelet,CA,48.9329,-125.5528,68.09,79,95,1.99,overcast clouds
374,Katsuura,JP,35.1333,140.3,75.43,92,100,11.83,overcast clouds
375,Lewistown,US,40.5992,-77.5714,83.14,81,40,5.75,scattered clouds
376,Asyut,EG,27.181,31.1837,85.86,28,71,11.7,broken clouds
377,Mongo,TD,12.1844,18.693,81.1,56,21,4.43,few clouds
378,Kardla,EE,58.9978,22.7492,55.06,84,42,4.34,scattered clouds
379,Lindi,TZ,-10.0,39.7167,66.27,89,62,5.08,broken clouds
380,Bopfingen,DE,48.85,10.35,62.47,87,98,3.87,overcast clouds
381,Rock Springs,US,41.5875,-109.2029,89.04,15,20,21.85,few clouds
382,Bograd,RU,54.2344,90.8328,56.89,86,46,4.65,scattered clouds
383,Leningradskiy,RU,69.3833,178.4167,36.45,91,100,9.84,light rain
384,San Quintin,MX,30.4833,-115.95,73.2,67,31,17.05,scattered clouds
385,Nixa,US,37.0434,-93.2944,84.25,74,70,7.0,broken clouds
386,Uray,RU,60.1247,64.7758,66.25,79,91,3.18,overcast clouds
387,Aklavik,CA,68.2191,-135.0107,59.0,88,100,9.22,overcast clouds
388,Palu,ID,-0.8917,119.8707,74.53,95,100,4.29,overcast clouds
389,Nioro,GM,13.35,-15.75,80.08,77,67,9.78,light rain
390,Zhigansk,RU,66.7697,123.3711,55.18,65,100,6.29,overcast clouds
391,Fairbanks,US,64.8378,-147.7164,73.6,58,20,3.44,haze
392,Syracuse,IT,37.0881,15.2792,76.59,65,0,13.35,clear sky
393,Dodge City,US,37.7528,-100.0171,99.7,33,0,10.36,clear sky
394,Adeje,ES,28.1227,-16.726,72.48,83,0,5.75,clear sky
395,Tabatinga,BR,-4.2525,-69.9381,71.6,100,0,3.44,light rain
396,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,13.8,few clouds
397,Okha,RU,53.5739,142.9478,71.49,69,80,13.8,broken clouds
398,Skarzysko-Kamienna,PL,51.1131,20.8716,57.29,91,87,5.5,overcast clouds
399,Sitka,US,57.0531,-135.33,58.89,77,100,6.91,overcast clouds
400,Ligayan,PH,4.6533,119.4706,83.88,71,100,14.74,moderate rain
401,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,76,100,0.0,light rain
402,Itoman,JP,26.1247,127.6694,86.4,89,20,8.05,few clouds
403,Waipawa,NZ,-41.4122,175.5153,45.16,64,100,8.95,overcast clouds
404,Shostka,UA,51.863,33.4698,58.37,95,85,5.39,overcast clouds
405,Sabang,ID,5.8933,95.3214,82.72,79,100,22.68,overcast clouds
406,Geraldton,AU,-28.7667,114.6,63.01,67,100,10.36,overcast clouds
407,General Roca,AR,-39.0333,-67.5833,51.58,36,100,6.44,overcast clouds
408,Steamboat Springs,US,40.485,-106.8317,91.35,18,0,10.36,clear sky
409,Kabelvag,NO,68.2114,14.4817,49.53,89,99,6.62,overcast clouds
410,Guerrero Negro,MX,27.9769,-114.0611,75.61,61,14,19.26,few clouds
411,Waingapu,ID,-9.6567,120.2641,75.96,84,82,10.2,broken clouds
412,Kushmurun,KZ,52.4503,64.6311,64.49,73,30,6.46,scattered clouds
413,Jesenice,SI,46.4306,14.0669,59.97,77,88,2.28,overcast clouds
414,Chateauroux,FR,46.8167,1.7,60.8,77,0,3.44,clear sky
415,Fez,MA,34.0372,-4.9998,80.85,27,0,3.44,clear sky
416,Hidrolandia,BR,-4.4081,-40.4378,76.8,52,85,3.85,overcast clouds
417,Panaba,MX,21.2833,-88.2667,88.05,59,82,12.21,broken clouds
418,Dali,CN,25.7,100.1833,61.93,92,39,1.63,scattered clouds
419,Saint-Louis,SN,16.3333,-15.0,84.18,54,60,16.08,broken clouds
420,Tahta,EG,26.7693,31.5021,85.26,24,30,9.19,scattered clouds
421,Kalabo,ZM,-14.97,22.6814,54.39,49,2,5.1,clear sky
422,Bakchar,RU,57.0186,82.0711,62.33,87,18,3.29,few clouds
423,Challans,FR,46.8436,-1.8749,73.6,51,0,14.79,clear sky
424,Achit,RU,56.7985,57.8994,61.95,82,30,2.91,scattered clouds
425,Doha,QA,25.2867,51.5333,96.78,33,0,4.61,clear sky
426,Tokmak,UA,47.2514,35.7058,67.84,55,85,8.08,overcast clouds
427,Haines Junction,CA,60.7522,-137.5108,67.95,42,97,10.36,overcast clouds
428,San Jeronimo,PE,-11.9472,-75.2829,52.79,65,85,4.36,overcast clouds
429,Fort Nelson,CA,58.8053,-122.7002,62.19,77,75,8.05,broken clouds
430,Pokhara,NP,28.2333,83.9833,71.13,87,90,4.03,overcast clouds
431,Itaberaba,BR,-12.5275,-40.3069,67.84,90,100,5.1,overcast clouds
432,Poum,NC,-20.2333,164.0167,78.31,85,92,23.62,moderate rain
433,Mulege,MX,26.8833,-111.9833,95.16,44,59,9.4,broken clouds
434,Babusnica,RS,43.0597,22.4117,53.51,94,55,2.33,broken clouds
435,Vardo,NO,70.3705,31.1107,48.18,87,99,5.75,overcast clouds
436,North Platte,US,41.1239,-100.7654,99.12,42,0,14.97,clear sky
437,Baruun-Urt,MN,46.6806,113.2792,63.12,56,31,3.8,scattered clouds
438,Santiago Del Estero,AR,-27.7951,-64.2615,77.74,45,2,11.63,clear sky
439,Manggar,ID,-2.8833,108.2667,80.62,75,68,10.89,broken clouds
440,Ocean City,US,39.2776,-74.5746,72.01,81,100,3.0,light rain
441,Kaspiyskiy,RU,45.3929,47.3707,77.52,62,5,11.03,clear sky
442,Zhezkazgan,KZ,47.8043,67.7144,65.44,59,29,11.34,scattered clouds
443,Dickinson,US,29.4608,-95.0513,102.13,63,0,12.66,clear sky
444,Buraydah,SA,26.326,43.975,86.45,8,95,8.57,overcast clouds
445,Obo,CF,5.3998,26.4869,65.79,99,87,2.51,light rain
446,Poronaysk,RU,49.2167,143.1167,60.8,82,14,7.99,few clouds
447,Bella Vista,US,36.4295,-94.2316,90.32,56,20,12.66,few clouds
448,Cortez,US,37.3489,-108.5859,95.76,11,0,9.22,clear sky
449,Piacabucu,BR,-10.4056,-36.4344,73.83,87,48,15.61,scattered clouds
450,Kununurra,AU,-15.7667,128.7333,62.58,42,22,9.22,few clouds
451,Kinsale,IE,51.7075,-8.5306,61.97,88,40,3.44,scattered clouds
452,Wajima,JP,37.4,136.9,79.48,83,75,2.3,broken clouds
453,Gotemba,JP,35.3,138.9333,77.54,90,98,3.56,overcast clouds
454,Takoradi,GH,4.8845,-1.7554,75.49,87,88,9.44,overcast clouds
455,Yar-Sale,RU,66.8333,70.8333,55.98,73,6,7.92,clear sky
456,Touros,BR,-5.1989,-35.4608,76.12,83,9,12.24,clear sky
457,Pagudpud,PH,18.5616,120.7868,82.99,81,96,3.89,overcast clouds
458,Lisakovsk,KZ,52.5369,62.4936,64.76,68,39,4.23,scattered clouds
459,Changji,CN,44.0167,87.3167,68.79,68,0,6.71,clear sky
460,Norman Wells,CA,65.282,-126.8329,82.44,36,75,12.66,smoke
461,Luderitz,NA,-26.6481,15.1594,54.75,93,2,7.83,light rain
462,Jacareacanga,BR,-6.2222,-57.7528,78.51,71,91,1.01,overcast clouds
463,High Level,CA,58.5169,-117.136,75.31,41,75,9.22,broken clouds
464,Porumbacu De Jos,RO,45.75,24.45,61.34,72,96,5.57,overcast clouds
465,Orodara,BF,10.9492,-4.9342,71.55,90,95,9.42,overcast clouds
466,Faanui,PF,-16.4833,-151.75,77.97,75,89,18.61,overcast clouds
467,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.95,58,30,1.23,scattered clouds
468,Najran,SA,17.4924,44.1277,86.65,32,100,6.82,overcast clouds
469,San Cristobal,VE,7.7669,-72.225,78.98,78,56,4.18,broken clouds
470,Sokoni,TZ,-6.4333,39.55,76.55,72,0,19.1,clear sky
471,Dothan,US,31.2232,-85.3905,84.4,94,0,3.44,moderate rain
472,Tonantins,BR,-2.8731,-67.8022,73.6,98,99,1.99,overcast clouds
473,Khandyga,RU,62.6667,135.6,72.36,48,88,5.14,overcast clouds
474,Velikooktyabrskiy,RU,57.4333,33.8159,54.81,94,44,4.92,scattered clouds
475,Isangel,VU,-19.55,169.2667,82.51,69,40,4.61,scattered clouds
476,Kafanchan,NG,9.5833,8.3,68.79,96,99,2.98,light rain
477,Stornoway,GB,58.2093,-6.3865,55.36,93,100,9.22,light intensity drizzle
478,Ambilobe,MG,-13.2,49.05,66.7,69,23,5.79,few clouds
479,Puerto Colombia,CO,10.9878,-74.9547,82.49,85,94,18.19,overcast clouds
480,Delhi,IN,28.6667,77.2167,84.29,84,40,4.61,mist
481,Daru,PG,-9.0763,143.2092,78.62,87,58,13.47,broken clouds
482,Sosnovoborsk,RU,56.1325,93.3589,59.65,83,57,0.29,broken clouds
483,Kahului,US,20.8947,-156.47,87.82,62,40,25.32,scattered clouds
484,Vidim,RU,56.4088,103.1106,53.94,94,59,3.04,broken clouds
485,Chara,RU,56.9064,118.2631,54.7,89,100,1.61,light rain
486,Bam,IR,29.106,58.357,88.41,12,34,7.36,scattered clouds
487,Harper,LR,4.375,-7.7169,75.97,78,77,11.74,broken clouds
488,Naze,JP,28.3667,129.4833,80.55,84,9,8.05,clear sky
489,Dubti,ET,11.7361,41.0853,85.68,46,100,11.99,overcast clouds
490,Beloha,MG,-25.1667,45.05,59.7,62,0,8.66,clear sky
491,Cidreira,BR,-30.1811,-50.2056,62.69,91,32,14.72,scattered clouds
492,Beitbridge,ZW,-22.2167,30.0,60.13,62,0,7.09,clear sky
493,Tazovskiy,RU,67.4667,78.7,45.75,85,8,9.46,clear sky
494,Beryslav,UA,46.8415,33.4284,72.1,55,79,14.94,broken clouds
495,Sistranda,NO,63.7256,8.834,51.76,88,94,17.16,overcast clouds
496,Togur,RU,58.3631,82.8265,63.73,81,52,4.63,broken clouds
497,Lumphat,KH,13.4878,106.9816,73.74,99,100,3.42,overcast clouds
498,Saint Anthony,US,45.0205,-93.218,84.85,54,75,11.5,broken clouds
499,Samarai,PG,-10.6167,150.6667,82.06,75,86,10.92,overcast clouds
500,Kralendijk,BQ,12.15,-68.2667,82.38,78,20,19.57,few clouds
501,Kenai,US,60.5544,-151.2583,69.03,56,75,9.22,broken clouds
502,Big Rapids,US,43.6981,-85.4837,79.7,35,0,10.36,clear sky
503,Verkhniy Landekh,RU,56.8389,42.5994,62.11,97,100,6.2,overcast clouds
504,Bac Lieu,VN,9.285,105.7244,76.8,89,100,9.31,overcast clouds
505,Nador,MA,35.174,-2.9287,75.45,78,0,1.14,clear sky
506,Avera,US,33.194,-82.5271,80.65,61,88,6.89,overcast clouds
507,Mtama,TZ,-10.3,39.3667,65.44,89,39,2.04,scattered clouds
508,La Paz,BO,-16.5,-68.15,49.98,39,75,5.75,broken clouds
509,Liverpool,GB,53.4106,-2.9779,60.62,89,40,6.91,scattered clouds
510,Nikolayevsk-Na-Amure,RU,53.1406,140.73,79.52,51,32,2.89,scattered clouds
511,Peruibe,BR,-24.32,-46.9983,63.1,95,50,4.03,scattered clouds
512,Asilah,MA,35.465,-6.0348,84.16,68,0,17.54,clear sky
513,Ridgecrest,US,35.6225,-117.6709,105.69,10,0,16.11,clear sky
514,Victoria Point,AU,-27.5833,153.3,58.1,75,92,4.0,overcast clouds
515,Jumla,NP,29.2747,82.1838,59.85,91,100,1.9,overcast clouds
516,Sao Jose Da Tapera,BR,-9.5583,-37.3811,68.45,98,52,6.22,broken clouds
517,Kargasok,RU,59.0556,80.8572,63.82,75,99,5.95,overcast clouds
518,Sohag,EG,26.557,31.6948,85.41,24,35,10.56,scattered clouds
519,Leh,IN,34.1667,77.5833,59.52,64,56,4.29,broken clouds
520,Naples,IT,40.8333,14.25,76.75,47,0,6.91,clear sky
521,Morondava,MG,-20.2833,44.2833,67.32,55,0,13.47,clear sky
522,Jiayuguan,CN,39.8167,98.3,74.82,24,21,4.59,few clouds
523,Antofagasta,CL,-23.65,-70.4,58.28,86,98,6.13,overcast clouds
524,Shakawe,BW,-18.3667,21.85,54.77,47,0,2.86,clear sky
525,Patiya,BD,22.2931,91.9762,76.8,93,52,4.25,broken clouds
526,Mayumba,GA,-3.432,10.6554,68.83,91,77,5.79,broken clouds
527,Aviles,ES,43.5547,-5.9248,69.17,80,0,4.97,clear sky
528,Laguna,US,38.421,-121.4238,96.76,30,0,10.36,clear sky
529,Pitsunda,GE,43.1592,40.3378,69.98,69,5,3.27,clear sky
530,De-Kastri,RU,51.4667,140.7833,62.49,84,99,8.32,overcast clouds
531,Borca,RO,47.1833,25.7667,52.02,89,94,1.16,overcast clouds
532,Bluffton,US,32.2371,-80.8604,77.02,94,100,6.91,thunderstorm
533,Van Buren,US,35.4368,-94.3483,98.62,43,40,12.66,scattered clouds
